Name,Category,Mention Count,Sample Files
Jeffrey Epstein,core,1371,EFTA00024875; EFTA00026428; EFTA00026703; EFTA00023813; EFTA00024265
Epstein Related,core,6,EFTA00019647; EFTA00009969; EFTA00009970; EFTA00029313; EFTA00029310
Bag Man,unknown,6,EFTA00019148; EFTA00011051; EFTA00010724; EFTA00010819; EFTA00010786
Date Filed,unknown,6,EFTA00017873; EFTA00018232; EFTA00027122; EFTA00027565; EFTA00027560
All Rights,unknown,6,EFTA00017873; EFTA00018232; EFTA00032307; EFTA00027565; EFTA00027560
Goldman Sachs,unknown,6,EFTA00018654; EFTA00018860; EFTA00032738; EFTA00032623; EFTA00032349
The Law,unknown,6,EFTA00017811; EFTA00032583; EFTA00032687; EFTA00027581; EFTA00027584
Consumer Financial,unknown,6,EFTA00032583; EFTA00032932; EFTA00032732; EFTA00032633; EFTA00032922
Perkins Coie,unknown,6,EFTA00032583; EFTA00032448; EFTA00032349; EFTA00032691; EFTA00032947
"Search
New",unknown,6,EFTA00032913; EFTA00032556; EFTA00032964; EFTA00032454; EFTA00032922
Kellogg Hansen,unknown,6,EFTA00032341; EFTA00032964; EFTA00032562; EFTA00032942; EFTA00032303
Husch Blackwell,unknown,6,EFTA00032556; EFTA00032942; EFTA00032738; EFTA00032901; EFTA00032893
Spotify Technology,unknown,6,EFTA00032562; EFTA00032901; EFTA00032349; EFTA00032691; EFTA00032303
Acting Under,unknown,6,EFTA00011051; EFTA00010724; EFTA00010786; EFTA00010767; EFTA00029043
New Valley,unknown,6,EFTA00011051; EFTA00010724; EFTA00010819; EFTA00010786; EFTA00010767
Securities Act,unknown,6,EFTA00011051; EFTA00010724; EFTA00010819; EFTA00012111; EFTA00010786
"Justice
Audrey",unknown,6,EFTA00011051; EFTA00010724; EFTA00010786; EFTA00010767; EFTA00029043
Exchange For,unknown,6,EFTA00011051; EFTA00010724; EFTA00010786; EFTA00010767; EFTA00029043
"Authority
Conferred",unknown,6,EFTA00011051; EFTA00010724; EFTA00010786; EFTA00010767; EFTA00029043
"Suffolk
County",unknown,6,EFTA00031378; EFTA00031366; EFTA00031462; EFTA00031458; EFTA00031384
"Question
Thanks",unknown,5,EFTA00025075; EFTA00021666; EFTA00023437; EFTA00021675; EFTA00031980
"Maxwell
Good",accomplice,5,EFTA00024470; EFTA00024494; EFTA00032001; EFTA00032785; EFTA00029020
Boles Schiller,unknown,5,EFTA00026703; EFTA00025469; EFTA00019095; EFTA00029077; EFTA00029950
Daniel Cundy,unknown,5,EFTA00023813; EFTA00023783; EFTA00023817; EFTA00023791; EFTA00022980
"Bio
The",unknown,5,EFTA00024422; EFTA00024419; EFTA00027018; EFTA00020114; EFTA00029723
Park New,unknown,5,EFTA00024422; EFTA00024410; EFTA00024419; EFTA00020108; EFTA00029723
Privately Owned,unknown,5,EFTA00024270; EFTA00026939; EFTA00032652; EFTA00032884; EFTA00032622
"Memo
Date",unknown,5,EFTA00024399; EFTA00036837; EFTA00036835; EFTA00019818; EFTA00020183
Jordan Merson,unknown,5,EFTA00026547; EFTA00021001; EFTA00023230; EFTA00027881; EFTA00031238
File Review,unknown,5,EFTA00024733; EFTA00037693; EFTA00038214; EFTA00038272; EFTA00030603
History Bookmarks,unknown,5,EFTA00026701; EFTA00037162; EFTA00037163; EFTA00029297; EFTA00029294
Edit View,unknown,5,EFTA00026701; EFTA00037162; EFTA00037163; EFTA00029297; EFTA00029294
"Kate
Kate",unknown,5,EFTA00025349; EFTA00025495; EFTA00025345; EFTA00023221; EFTA00019570
Radar Online,unknown,5,EFTA00025213; EFTA00021362; EFTA00038650; EFTA00017995; EFTA00031941
Electronic Filing,unknown,5,EFTA00024772; EFTA00025624; EFTA00021810; EFTA00021837; EFTA00010372
Maxwell Letter,accomplice,5,EFTA00026962; EFTA00023100; EFTA00017841; EFTA00017842; EFTA00013207
Public Policy,unknown,5,EFTA00026434; EFTA00032341; EFTA00032562; EFTA00032633; EFTA00030767
Public Policy Law,unknown,5,EFTA00026434; EFTA00032341; EFTA00032562; EFTA00032633; EFTA00030767
Trump Organization,political,5,EFTA00026434; EFTA00021202; EFTA00032633; EFTA00032459; EFTA00030281
Log Books,unknown,5,EFTA00023756; EFTA00023768; EFTA00027028; EFTA00028317; EFTA00030480
Respectfully Submitted,unknown,5,EFTA00023662; EFTA00025469; EFTA00021553; EFTA00027776; EFTA00029590
Defense Motions,unknown,5,EFTA00025062; EFTA00024174; EFTA00023462; EFTA00016218; EFTA00011518
Human Rights,unknown,5,EFTA00025526; EFTA00015646; EFTA00018300; EFTA00018632; EFTA00031918
Western Digital,unknown,5,EFTA00025526; EFTA00026734; EFTA00037551; EFTA00021407; EFTA00014473
America Corp,unknown,5,EFTA00025526; EFTA00025392; EFTA00032938; EFTA00032633; EFTA00032549
Time Change,unknown,5,EFTA00025420; EFTA00025406; EFTA00034275; EFTA00019790; EFTA00009713
Change Records,unknown,5,EFTA00025420; EFTA00034275; EFTA00019348; EFTA00019790; EFTA00009713
Shift Staff,unknown,5,EFTA00025420; EFTA00025406; EFTA00034275; EFTA00019798; EFTA00009713
Shredded Paper,unknown,5,EFTA00026872; EFTA00026890; EFTA00015804; EFTA00015786; EFTA00031332
Chris R. Rodgers,unknown,5,EFTA00023555; EFTA00024995; EFTA00024996; EFTA00027350; EFTA00030893
"Roberta Kaplan
To",attorney,5,EFTA00026681; EFTA00023176; EFTA00023290; EFTA00019559; EFTA00027881
All counsel of record,unknown,5,EFTA00024023; EFTA00018373; EFTA00017823; EFTA00028274; EFTA00028925
The Trump,political,5,EFTA00025443; EFTA00021202; EFTA00032341; EFTA00032518; EFTA00032633
Travel Request,unknown,5,EFTA00024901; EFTA00020934; EFTA00020935; EFTA00016831; EFTA00027391
"President
Trump",political,5,EFTA00026467; EFTA00022329; EFTA00021202; EFTA00032518; EFTA00030901
Dawn Hughes,unknown,5,EFTA00024754; EFTA00024756; EFTA00024758; EFTA00018082; EFTA00030529
New Epstein,core,5,EFTA00025441; EFTA00024715; EFTA00024714; EFTA00021906; EFTA00018705
"Andrew
Assistant",political,5,EFTA00023894; EFTA00020621; EFTA00015188; EFTA00038717; EFTA00028028
Visual Evidence,unknown,5,EFTA00023536; EFTA00023750; EFTA00016304; EFTA00016311; EFTA00019605
One Saint,unknown,5,EFTA00023768; EFTA00021344; EFTA00021944; EFTA00016206; EFTA00030392
Berman Geoffre,unknown,5,EFTA00023969; EFTA00024007; EFTA00016812; EFTA00019885; EFTA00017909
Discuss Images,unknown,5,EFTA00027055; EFTA00027056; EFTA00023251; EFTA00023250; EFTA00023254
Rights Under,unknown,5,EFTA00025258; EFTA00025231; EFTA00032732; EFTA00032738; EFTA00032633
The Lawyers,unknown,5,EFTA00025258; EFTA00025231; EFTA00032732; EFTA00032738; EFTA00032633
SANYS Contractor,unknown,5,EFTA00024819; EFTA00026560; EFTA00021938; EFTA00021931; EFTA00018271
Path Plaza,unknown,5,EFTA00026910; EFTA00021055; EFTA00015954; EFTA00015956; EFTA00031989
Maxwell Indictment,accomplice,5,EFTA00026735; EFTA00021820; EFTA00027846; EFTA00031520; EFTA00031873
Collected Date,unknown,5,EFTA00024843; EFTA00023516; EFTA00024847; EFTA00029899; EFTA00029903
Dear Sirs,unknown,5,EFTA00026542; EFTA00022980; EFTA00011531; EFTA00010620; EFTA00030190
Americas I New,unknown,5,EFTA00026530; EFTA00021745; EFTA00019988; EFTA00020174; EFTA00028442
Prior Years,unknown,5,EFTA00026279; EFTA00025624; EFTA00031566; EFTA00031569; EFTA00031559
The Grantee,unknown,5,EFTA00026663; EFTA00037754; EFTA00037757; EFTA00030222; EFTA00030825
Asset Account,unknown,5,EFTA00024238; EFTA00021038; EFTA00014685; EFTA00015183; EFTA00029229
Account Application,unknown,5,EFTA00024238; EFTA00024311; EFTA00020577; EFTA00021038; EFTA00015184
Little Saint,unknown,5,EFTA00024238; EFTA00022633; EFTA00021038; EFTA00018586; EFTA00030736
Kramer Levin,unknown,5,EFTA00026451; EFTA00018654; EFTA00032317; EFTA00032738; EFTA00029606
Cell New,unknown,5,EFTA00024928; EFTA00021015; EFTA00018373; EFTA00017821; EFTA00030015
File Exchange,unknown,5,EFTA00026939; EFTA00021664; EFTA00018102; EFTA00029172; EFTA00031400
Nick Siu,unknown,5,EFTA00026939; EFTA00021133; EFTA00021123; EFTA00021141; EFTA00030427
Applicable Law,unknown,5,EFTA00026939; EFTA00015865; EFTA00032884; EFTA00027307; EFTA00031263
Foreign Assets,unknown,5,EFTA00026939; EFTA00015646; EFTA00018654; EFTA00032884; EFTA00011531
"Andrew Patel
Sent",political,5,EFTA00027031; EFTA00018959; EFTA00018957; EFTA00029264; EFTA00029260
The Hill,unknown,5,EFTA00026479; EFTA00026480; EFTA00015850; EFTA00018632; EFTA00027706
Alison Moe,attorney,5,EFTA00026750; EFTA00026772; EFTA00037711; EFTA00010422; EFTA00027268
New Year,unknown,5,EFTA00024912; EFTA00024648; EFTA00024664; EFTA00023195; EFTA00016022
National Conference,unknown,5,EFTA00025392; EFTA00018300; EFTA00032562; EFTA00032349; EFTA00030281
Environmental Protection,unknown,5,EFTA00025392; EFTA00022151; EFTA00032691; EFTA00032400; EFTA00030126
Photographs Confidential,unknown,5,EFTA00024868; EFTA00022511; EFTA00015186; EFTA00020248; EFTA00031016
Clinical Psychology,unknown,5,EFTA00024760; EFTA00024175; EFTA00021952; EFTA00018300; EFTA00027398
The Wall,unknown,5,EFTA00025507; EFTA00024350; EFTA00024347; EFTA00015646; EFTA00010956
Proffer Agreement,unknown,5,EFTA00024704; EFTA00015011; EFTA00019831; EFTA00017844; EFTA00027643
Make Model,unknown,5,EFTA00026660; EFTA00022855; EFTA00038329; EFTA00012111; EFTA00011669
"Services
See",unknown,5,EFTA00024366; EFTA00035180; EFTA00032174; EFTA00033804; EFTA00033825
"Amendment
Inmate",unknown,5,EFTA00024366; EFTA00035180; EFTA00032174; EFTA00033804; EFTA00033825
Thought Content,unknown,5,EFTA00024366; EFTA00032174; EFTA00033825; EFTA00032191; EFTA00032162
President Bill,unknown,5,EFTA00026723; EFTA00024032; EFTA00020787; EFTA00018466; EFTA00013989
Laura Mennin er,unknown,5,EFTA00025206; EFTA00015786; EFTA00014655; EFTA00028183; EFTA00031332
Third Party,unknown,5,EFTA00024636; EFTA00024613; EFTA00024627; EFTA00015219; EFTA00020310
Fuel Surcharge,unknown,5,EFTA00024636; EFTA00024648; EFTA00024613; EFTA00024627; EFTA00020310
Shipper Reference,unknown,5,EFTA00024636; EFTA00024648; EFTA00024613; EFTA00020310; EFTA00030852
Total Charges,unknown,5,EFTA00024648; EFTA00024613; EFTA00024627; EFTA00020310; EFTA00030852
Transportation Charges,unknown,5,EFTA00024648; EFTA00024613; EFTA00024627; EFTA00020310; EFTA00030852
Remittance Advice,unknown,5,EFTA00024648; EFTA00024613; EFTA00024627; EFTA00020310; EFTA00030852
Invoice Summary,unknown,5,EFTA00024648; EFTA00024613; EFTA00024627; EFTA00020310; EFTA00030852
"Reminder
Dial",unknown,5,EFTA00024502; EFTA00024297; EFTA00019131; EFTA00030604; EFTA00029637
"Production
Date",unknown,5,EFTA00025286; EFTA00037702; EFTA00027298; EFTA00029276; EFTA00027294
Suit Over,unknown,5,EFTA00025231; EFTA00032913; EFTA00032556; EFTA00032454; EFTA00010249
Alan Dershowitz,unknown,5,EFTA00025231; EFTA00020729; EFTA00013772; EFTA00013605; EFTA00013834
Sth Floor,unknown,5,EFTA00025231; EFTA00032932; EFTA00032732; EFTA00032738; EFTA00032691
"National
Archives",unknown,5,EFTA00024032; EFTA00023435; EFTA00019520; EFTA00010203; EFTA00009972
College Park,unknown,5,EFTA00024032; EFTA00023435; EFTA00023431; EFTA00015361; EFTA00009972
Client Information,unknown,5,EFTA00024311; EFTA00024450; EFTA00016542; EFTA00016038; EFTA00016084
"Vice
President",unknown,5,EFTA00024311; EFTA00024450; EFTA00016542; EFTA00027307; EFTA00031263
Client Relationship,unknown,5,EFTA00024311; EFTA00022366; EFTA00016542; EFTA00016038; EFTA00032862
Intentionally Left,unknown,5,EFTA00024311; EFTA00024450; EFTA00016542; EFTA00016038; EFTA00016084
Senate Judiciary,unknown,5,EFTA00023980; EFTA00032642; EFTA00032410; EFTA00029471; EFTA00031081
"Jill Greenfield
Cc",unknown,5,EFTA00026586; EFTA00022307; EFTA00023283; EFTA00028762; EFTA00029681
"Residential
Address",unknown,5,EFTA00025010; EFTA00020457; EFTA00020487; EFTA00020509; EFTA00038986
Subject Information,unknown,5,EFTA00025010; EFTA00020462; EFTA00020457; EFTA00020487; EFTA00035489
"Discussion
The",unknown,5,EFTA00024584; EFTA00015532; EFTA00028297; EFTA00029004; EFTA00030832
Chevrolet Suburbans,unknown,5,EFTA00024584; EFTA00015532; EFTA00028297; EFTA00029004; EFTA00030832
See Annabi,unknown,5,EFTA00024584; EFTA00015532; EFTA00028297; EFTA00029004; EFTA00030832
Jason Foy,unknown,5,EFTA00023755; EFTA00024017; EFTA00022623; EFTA00027739; EFTA00027731
Cover Letter,unknown,5,EFTA00024986; EFTA00021356; EFTA00015174; EFTA00013853; EFTA00031109
Andrew Stemmer,political,5,EFTA00027018; EFTA00020685; EFTA00021636; EFTA00022527; EFTA00021638
Subject Device,unknown,5,EFTA00024744; EFTA00020527; EFTA00018586; EFTA00029150; EFTA00030736
"Seized
File",unknown,5,EFTA00024864; EFTA00036290; EFTA00032095; EFTA00029928; EFTA00031634
Property Received,unknown,5,EFTA00024864; EFTA00036290; EFTA00032095; EFTA00029928; EFTA00031634
Group Limited,unknown,5,EFTA00025082; EFTA00019096; EFTA00013181; EFTA00031704; EFTA00031705
Postal Code,unknown,5,EFTA00025624; EFTA00020462; EFTA00020497; EFTA00020501; EFTA00032090
"Thanks
Martin",unknown,5,EFTA00024407; EFTA00014337; EFTA00020174; EFTA00019762; EFTA00032373
Against Children,unknown,5,EFTA00037401; EFTA00037362; EFTA00038871; EFTA00038874; EFTA00038251
The Daily,unknown,5,EFTA00037265; EFTA00035437; EFTA00015646; EFTA00016822; EFTA00028289
Hudson Yards,unknown,5,EFTA00037139; EFTA00021344; EFTA00023292; EFTA00021001; EFTA00027881
Conf Line,unknown,5,EFTA00037411; EFTA00037412; EFTA00038032; EFTA00038033; EFTA00038314
"Normal
Yeah",unknown,5,EFTA00037452; EFTA00014469; EFTA00016453; EFTA00018170; EFTA00027743
"Normal
Copy",unknown,5,EFTA00037560; EFTA00037227; EFTA00037568; EFTA00038105; EFTA00019167
Unit Cell,unknown,5,EFTA00036598; EFTA00036582; EFTA00036587; EFTA00036585; EFTA00036581
Hit Doe,unknown,5,EFTA00037590; EFTA00037597; EFTA00037622; EFTA00037598; EFTA00037594
Judge Richard,unknown,5,EFTA00037490; EFTA00037879; EFTA00035367; EFTA00032698; EFTA00027927
Wed Nov,unknown,5,EFTA00037010; EFTA00037009; EFTA00037008; EFTA00014131; EFTA00013758
The Special,unknown,5,EFTA00036461; EFTA00035925; EFTA00033520; EFTA00011669; EFTA00031733
Travel Tail,unknown,5,EFTA00037614; EFTA00037605; EFTA00037609; EFTA00037596; EFTA00037616
"Normal
Sounds",unknown,5,EFTA00037383; EFTA00038204; EFTA00038397; EFTA00014107; EFTA00027744
Date Entered,unknown,5,EFTA00036573; EFTA00037421; EFTA00036572; EFTA00014438; EFTA00033545
"Organizer
Location",unknown,5,EFTA00037787; EFTA00022627; EFTA00038193; EFTA00013490; EFTA00013466
"Agent
Office",unknown,5,EFTA00037547; EFTA00037268; EFTA00037506; EFTA00037266; EFTA00037267
"Normal
The",unknown,5,EFTA00037321; EFTA00036966; EFTA00019178; EFTA00010148; EFTA00013828
Butterfly Trust,unknown,5,EFTA00037696; EFTA00020685; EFTA00015937; EFTA00019689; EFTA00029805
"Record
Date",unknown,5,EFTA00037752; EFTA00037750; EFTA00020958; EFTA00038139; EFTA00031702
Nautilus Inc,unknown,5,EFTA00037752; EFTA00037750; EFTA00020958; EFTA00038139; EFTA00031702
Subject Suicide Watch,unknown,5,EFTA00036517; EFTA00036515; EFTA00035303; EFTA00035298; EFTA00035691
"tli
To",unknown,5,EFTA00036643; EFTA00035530; EFTA00035500; EFTA00035360; EFTA00035267
See Attached,unknown,5,EFTA00036599; EFTA00022793; EFTA00022855; EFTA00036079; EFTA00027224
Sick Call,unknown,5,EFTA00036893; EFTA00035180; EFTA00035848; EFTA00033804; EFTA00033843
Institution Supplement,unknown,5,EFTA00036893; EFTA00036082; EFTA00035323; EFTA00034007; EFTA00033469
Psychology Department,unknown,5,EFTA00036893; EFTA00035824; EFTA00036082; EFTA00035323; EFTA00034007
Marsh Law,unknown,5,EFTA00037124; EFTA00037088; EFTA00037101; EFTA00037067; EFTA00037090
Old Tail,unknown,5,EFTA00037643; EFTA00037645; EFTA00017875; EFTA00010702; EFTA00027585
Multi Engine,unknown,5,EFTA00037643; EFTA00037645; EFTA00017875; EFTA00010702; EFTA00027585
Bell Jet,unknown,5,EFTA00037643; EFTA00037645; EFTA00017875; EFTA00010702; EFTA00027585
Certificate Issued,unknown,5,EFTA00037643; EFTA00037645; EFTA00017875; EFTA00010702; EFTA00027585
Prior Registration,unknown,5,EFTA00037643; EFTA00037645; EFTA00017875; EFTA00010702; EFTA00027585
Private Jet,unknown,5,EFTA00037643; EFTA00037645; EFTA00017875; EFTA00010702; EFTA00027585
Tail Number,unknown,5,EFTA00037643; EFTA00037645; EFTA00017875; EFTA00010702; EFTA00027585
Private Pilot,unknown,5,EFTA00037643; EFTA00037645; EFTA00017875; EFTA00010702; EFTA00027585
Helicopter Info,unknown,5,EFTA00037643; EFTA00037645; EFTA00017875; EFTA00010702; EFTA00027585
Likely Serial,unknown,5,EFTA00037643; EFTA00037645; EFTA00017875; EFTA00010702; EFTA00027585
Fixed Wing,unknown,5,EFTA00037643; EFTA00037645; EFTA00017875; EFTA00010702; EFTA00027585
Child Sex,unknown,5,EFTA00037313; EFTA00038100; EFTA00037984; EFTA00038053; EFTA00038251
Adobe Acrobat,unknown,5,EFTA00037313; EFTA00037129; EFTA00037061; EFTA00038100; EFTA00037984
Operations Order,unknown,5,EFTA00037313; EFTA00037368; EFTA00038100; EFTA00037984; EFTA00038089
Duty Officer,unknown,5,EFTA00036131; EFTA00036142; EFTA00035330; EFTA00031997; EFTA00033616
Budget Analyst,unknown,5,EFTA00036129; EFTA00036166; EFTA00036748; EFTA00036130; EFTA00036107
Detective Bureau,unknown,5,EFTA00037655; EFTA00037884; EFTA00020932; EFTA00038394; EFTA00029761
"Travelers
Cont",unknown,5,EFTA00037592; EFTA00037597; EFTA00037622; EFTA00037625; EFTA00037603
Epstein Draft,core,5,EFTA00036617; EFTA00036615; EFTA00036538; EFTA00035815; EFTA00035813
Epstein Conference,core,5,EFTA00037504; EFTA00037501; EFTA00037502; EFTA00013481; EFTA00013468
The Correctional,unknown,5,EFTA00036417; EFTA00036419; EFTA00036418; EFTA00035881; EFTA00036082
Senior Counsel,unknown,5,EFTA00037101; EFTA00035803; EFTA00036014; EFTA00036016; EFTA00036015
"Jeffery
Epstein",core,5,EFTA00037902; EFTA00020470; EFTA00015361; EFTA00018110; EFTA00030649
Metropolitan Police,unknown,5,EFTA00037094; EFTA00037092; EFTA00037093; EFTA00032300; EFTA00031733
Regional Office,unknown,5,EFTA00036748; EFTA00015361; EFTA00033486; EFTA00031997; EFTA00011669
Federal Correctional,unknown,5,EFTA00036156; EFTA00035799; EFTA00035802; EFTA00028003; EFTA00031733
"Normal
Just",unknown,5,EFTA00037214; EFTA00019249; EFTA00018153; EFTA00027773; EFTA00029523
Mortality Review,unknown,5,EFTA00036889; EFTA00036887; EFTA00036851; EFTA00036848; EFTA00033520
Red Hook,unknown,5,EFTA00037857; EFTA00022855; EFTA00020959; EFTA00014362; EFTA00014367
Return Certificate,unknown,5,EFTA00037857; EFTA00016622; EFTA00011531; EFTA00012111; EFTA00010620
Prisoner Production,unknown,5,EFTA00036855; EFTA00036853; EFTA00034679; EFTA00035021; EFTA00035553
Epstein Reg,core,5,EFTA00036621; EFTA00035369; EFTA00034805; EFTA00035370; EFTA00034153
Manifest Data,unknown,5,EFTA00021186; EFTA00021189; EFTA00021188; EFTA00021181; EFTA00030344
"Epstein
Would",core,5,EFTA00023410; EFTA00014181; EFTA00013969; EFTA00013987; EFTA00013985
"Records
Date",unknown,5,EFTA00021298; EFTA00017094; EFTA00038938; EFTA00013428; EFTA00030707
Arraignment Unit,unknown,5,EFTA00020897; EFTA00020894; EFTA00020895; EFTA00018402; EFTA00018405
Stamford Branch,unknown,5,EFTA00022415; EFTA00022407; EFTA00022367; EFTA00022391; EFTA00022383
Sweep Options,unknown,5,EFTA00022415; EFTA00022399; EFTA00022423; EFTA00022407; EFTA00022377
Learned Counsel,unknown,5,EFTA00021347; EFTA00021692; EFTA00021695; EFTA00021345; EFTA00019695
"Thanks
Tonyricco",unknown,5,EFTA00021347; EFTA00021692; EFTA00021695; EFTA00021345; EFTA00019695
Rhode Island,unknown,5,EFTA00021952; EFTA00038374; EFTA00018300; EFTA00027398; EFTA00027410
Vital Records,unknown,5,EFTA00021323; EFTA00019697; EFTA00019324; EFTA00010138; EFTA00029718
Peter Skinner,unknown,5,EFTA00020699; EFTA00022958; EFTA00017068; EFTA00029100; EFTA00028929
"Brunel
Date",accomplice,5,EFTA00021720; EFTA00020904; EFTA00021719; EFTA00030892; EFTA00030842
Street Corporation,unknown,5,EFTA00022151; EFTA00020929; EFTA00031555; EFTA00031566; EFTA00030126
Jason Mojica,unknown,5,EFTA00022171; EFTA00019835; EFTA00019836; EFTA00029357; EFTA00029356
Edward Friedland,unknown,5,EFTA00022182; EFTA00034372; EFTA00014905; EFTA00010941; EFTA00010943
Maxwell Juror,accomplice,5,EFTA00021964; EFTA00038683; EFTA00038685; EFTA00038684; EFTA00038686
National Archives,unknown,5,EFTA00023435; EFTA00023431; EFTA00023433; EFTA00015361; EFTA00032431
"Donald
Trump",political,5,EFTA00020517; EFTA00016732; EFTA00018466; EFTA00018441; EFTA00028716
Letters Testamentary,unknown,5,EFTA00023292; EFTA00023230; EFTA00019101; EFTA00018778; EFTA00027979
Suzanne Pruitt,unknown,5,EFTA00022666; EFTA00022793; EFTA00022706; EFTA00020095; EFTA00020098
Title Insurance,unknown,5,EFTA00022666; EFTA00020095; EFTA00020098; EFTA00011531; EFTA00010620
"Approved
Sent",unknown,5,EFTA00023263; EFTA00014411; EFTA00027727; EFTA00027860; EFTA00029670
Limited Liability,unknown,5,EFTA00022855; EFTA00022706; EFTA00011531; EFTA00012111; EFTA00010620
Insured Aircraft,unknown,5,EFTA00021666; EFTA00021675; EFTA00011531; EFTA00012111; EFTA00010620
Richmond Heights,unknown,5,EFTA00021666; EFTA00023437; EFTA00021675; EFTA00012111; EFTA00011669
Drug Enforcement,unknown,5,EFTA00021666; EFTA00023437; EFTA00021675; EFTA00018466; EFTA00018441
Flight Options,unknown,5,EFTA00021666; EFTA00023437; EFTA00021675; EFTA00012111; EFTA00011669
Jhonny Contreras,unknown,5,EFTA00020447; EFTA00018959; EFTA00018957; EFTA00029264; EFTA00029260
Sixth Amendment,unknown,5,EFTA00021861; EFTA00016136; EFTA00014482; EFTA00032862; EFTA00013373
"Scanning
Date",unknown,5,EFTA00022016; EFTA00018872; EFTA00027253; EFTA00027386; EFTA00027254
